# P_bar,T_K,rho_kgm3,alpha_1_K,Cp_J_K_mol
2.35000e+06,9.30000e+03,1.14320e+04,-4.72784e+00,8.65009e+02
2.35000e+06,9.40000e+03,1.14105e+04,-4.72423e+00,8.70408e+02
2.35000e+06,9.50000e+03,1.13889e+04,-4.72062e+00,8.75841e+02
2.35000e+06,9.60000e+03,1.13672e+04,-4.71703e+00,8.81305e+02
2.35000e+06,9.70000e+03,1.13453e+04,-4.71344e+00,8.86802e+02
2.35000e+06,9.80000e+03,1.13233e+04,-4.70986e+00,8.92334e+02
2.35000e+06,9.90000e+03,1.13011e+04,-4.70629e+00,8.97902e+02
2.35000e+06,1.00000e+04,1.12788e+04,-4.70273e+00,9.03508e+02
2.35000e+06,1.01000e+04,1.12564e+04,-4.69918e+00,9.09152e+02
2.35000e+06,1.02000e+04,1.12338e+04,-4.69564e+00,9.14837e+02
2.35000e+06,1.03000e+04,1.12111e+04,-4.69210e+00,9.20563e+02
2.35000e+06,1.04000e+04,1.11883e+04,-4.68857e+00,9.26332e+02
3.10000e+06,1.70000e+03,1.34476e+04,-5.28124e+00,4.24664e+02
3.10000e+06,1.80000e+03,1.34405e+04,-5.27156e+00,4.28257e+02
3.10000e+06,1.90000e+03,1.34332e+04,-5.26203e+00,4.32081e+02
3.10000e+06,2.00000e+03,1.34258e+04,-5.25264e+00,4.36120e+02
3.10000e+06,2.10000e+03,1.34182e+04,-5.24339e+00,4.40355e+02
3.10000e+06,2.20000e+03,1.34104e+04,-5.23427e+00,4.44770e+02
3.10000e+06,2.30000e+03,1.34025e+04,-5.22529e+00,4.49348e+02
3.10000e+06,2.40000e+03,1.33945e+04,-5.21644e+00,4.54074e+02
3.10000e+06,2.50000e+03,1.33863e+04,-5.20772e+00,4.58933e+02
3.10000e+06,2.60000e+03,1.33779e+04,-5.19914e+00,4.63909e+02
3.10000e+06,2.70000e+03,1.33693e+04,-5.19070e+00,4.68989e+02
3.10000e+06,2.80000e+03,1.33606e+04,-5.18240e+00,4.74160e+02
3.10000e+06,2.90000e+03,1.33518e+04,-5.17424e+00,4.79408e+02
3.10000e+06,3.00000e+03,1.33428e+04,-5.16623e+00,4.84723e+02
3.10000e+06,3.10000e+03,1.33336e+04,-5.15836e+00,4.90093e+02
3.10000e+06,3.20000e+03,1.33242e+04,-5.15063e+00,4.95508e+02
3.10000e+06,3.30000e+03,1.33147e+04,-5.14305e+00,5.00957e+02
3.10000e+06,3.40000e+03,1.33051e+04,-5.13562e+00,5.06433e+02
3.10000e+06,3.50000e+03,1.32953e+04,-5.12833e+00,5.11927e+02
3.10000e+06,3.60000e+03,1.32853e+04,-5.12118e+00,5.17431e+02
3.10000e+06,3.70000e+03,1.32752e+04,-5.11418e+00,5.22938e+02
3.10000e+06,3.80000e+03,1.32649e+04,-5.10731e+00,5.28442e+02
3.10000e+06,3.90000e+03,1.32545e+04,-5.10059e+00,5.33937e+02
3.10000e+06,4.00000e+03,1.32439e+04,-5.09400e+00,5.39418e+02
3.10000e+06,4.10000e+03,1.32331e+04,-5.08755e+00,5.44880e+02
3.10000e+06,4.20000e+03,1.32222e+04,-5.08123e+00,5.50319e+02
3.10000e+06,4.30000e+03,1.32112e+04,-5.07504e+00,5.55732e+02
3.10000e+06,4.40000e+03,1.32000e+04,-5.06898e+00,5.61115e+02
3.10000e+06,4.50000e+03,1.31887e+04,-5.06305e+00,5.66464e+02
3.10000e+06,4.60000e+03,1.31772e+04,-5.05723e+00,5.71779e+02
3.10000e+06,4.70000e+03,1.31656e+04,-5.05153e+00,5.77056e+02
3.10000e+06,4.80000e+03,1.31538e+04,-5.04595e+00,5.82295e+02
3.10000e+06,4.90000e+03,1.31419e+04,-5.04048e+00,5.87492e+02
3.10000e+06,5.00000e+03,1.31299e+04,-5.03512e+00,5.92648e+02
3.10000e+06,5.10000e+03,1.31177e+04,-5.02986e+00,5.97761e+02
3.10000e+06,5.20000e+03,1.31054e+04,-5.02471e+00,6.02831e+02
3.10000e+06,5.30000e+03,1.30929e+04,-5.01966e+00,6.07856e+02
3.10000e+06,5.40000e+03,1.30803e+04,-5.01470e+00,6.12838e+02
3.10000e+06,5.50000e+03,1.30676e+04,-5.00984e+00,6.17775e+02
3.10000e+06,5.60000e+03,1.30548e+04,-5.00507e+00,6.22669e+02
3.10000e+06,5.70000e+03,1.30418e+04,-5.00039e+00,6.27518e+02
3.10000e+06,5.80000e+03,1.30287e+04,-4.99579e+00,6.32324e+02
3.10000e+06,5.90000e+03,1.30155e+04,-4.99127e+00,6.37086e+02
3.10000e+06,6.00000e+03,1.30022e+04,-4.98683e+00,6.41806e+02
3.10000e+06,6.10000e+03,1.29887e+04,-4.98247e+00,6.46485e+02
3.10000e+06,6.20000e+03,1.29751e+04,-4.97818e+00,6.51122e+02
3.10000e+06,6.30000e+03,1.29614e+04,-4.97396e+00,6.55719e+02
3.10000e+06,6.40000e+03,1.29476e+04,-4.96982e+00,6.60276e+02
3.10000e+06,6.50000e+03,1.29337e+04,-4.96575e+00,6.64793e+02
3.10000e+06,6.60000e+03,1.29196e+04,-4.96173e+00,6.69275e+02
3.10000e+06,6.70000e+03,1.29054e+04,-4.95777e+00,6.73721e+02
3.10000e+06,6.80000e+03,1.28912e+04,-4.95387e+00,6.78132e+02
3.10000e+06,6.90000e+03,1.28768e+04,-4.95003e+00,6.82509e+02
3.10000e+06,7.00000e+03,1.28623e+04,-4.94624e+00,6.86852e+02
3.10000e+06,7.10000e+03,1.28477e+04,-4.94250e+00,6.91164e+02
3.10000e+06,7.20000e+03,1.28329e+04,-4.93882e+00,6.95446e+02
3.10000e+06,7.30000e+03,1.28181e+04,-4.93518e+00,6.99698e+02
3.10000e+06,7.40000e+03,1.28032e+04,-4.93160e+00,7.03921e+02
3.10000e+06,7.50000e+03,1.27881e+04,-4.92805e+00,7.08118e+02
3.10000e+06,7.60000e+03,1.27730e+04,-4.92455e+00,7.12290e+02
3.10000e+06,7.70000e+03,1.27577e+04,-4.92110e+00,7.16437e+02
3.10000e+06,7.80000e+03,1.27424e+04,-4.91768e+00,7.20560e+02
3.10000e+06,7.90000e+03,1.27269e+04,-4.91430e+00,7.24662e+02
3.10000e+06,8.00000e+03,1.27114e+04,-4.91096e+00,7.28743e+02
3.10000e+06,8.10000e+03,1.26957e+04,-4.90765e+00,7.32804e+02
3.10000e+06,8.20000e+03,1.26800e+04,-4.90438e+00,7.36847e+02
3.10000e+06,8.30000e+03,1.26641e+04,-4.90114e+00,7.40873e+02
3.10000e+06,8.40000e+03,1.26482e+04,-4.89793e+00,7.44883e+02
3.10000e+06,8.50000e+03,1.26321e+04,-4.89475e+00,7.48878e+02
3.10000e+06,8.60000e+03,1.26160e+04,-4.89160e+00,7.52860e+02
3.10000e+06,8.70000e+03,1.25997e+04,-4.88847e+00,7.56829e+02
3.10000e+06,8.80000e+03,1.25834e+04,-4.88537e+00,7.60788e+02
3.10000e+06,8.90000e+03,1.25670e+04,-4.88230e+00,7.64736e+02
3.10000e+06,9.00000e+03,1.25504e+04,-4.87925e+00,7.68675e+02
3.10000e+06,9.10000e+03,1.25338e+04,-4.87623e+00,7.72606e+02
3.10000e+06,9.20000e+03,1.25171e+04,-4.87325e+00,7.76523e+02
3.10000e+06,9.30000e+03,1.25003e+04,-4.87026e+00,7.80444e+02
3.10000e+06,9.40000e+03,1.24834e+04,-4.86729e+00,7.84360e+02
3.10000e+06,9.50000e+03,1.24664e+04,-4.86434e+00,7.88272e+02
3.10000e+06,9.60000e+03,1.24493e+04,-4.86141e+00,7.92182e+02
3.10000e+06,9.70000e+03,1.24322e+04,-4.85850e+00,7.96090e+02
3.10000e+06,9.80000e+03,1.24149e+04,-4.85560e+00,7.99998e+02
3.10000e+06,9.90000e+03,1.23975e+04,-4.85272e+00,8.03906e+02
3.10000e+06,1.00000e+04,1.23801e+04,-4.84986e+00,8.07816e+02
3.10000e+06,1.01000e+04,1.23625e+04,-4.84701e+00,8.11728e+02
3.10000e+06,1.02000e+04,1.23449e+04,-4.84417e+00,8.15645e+02
3.10000e+06,1.03000e+04,1.23272e+04,-4.84135e+00,8.19566e+02
3.10000e+06,1.04000e+04,1.23094e+04,-4.83850e+00,8.23507e+02
3.85000e+06,1.70000e+03,1.41690e+04,-5.36298e+00,4.14939e+02
3.85000e+06,1.80000e+03,1.41628e+04,-5.35399e+00,4.17896e+02
3.85000e+06,1.90000e+03,1.41565e+04,-5.34515e+00,4.21067e+02
3.85000e+06,2.00000e+03,1.41500e+04,-5.33644e+00,4.24437e+02
3.85000e+06,2.10000e+03,1.41435e+04,-5.32786e+00,4.27993e+02
3.85000e+06,2.20000e+03,1.41367e+04,-5.31939e+00,4.31721e+02
3.85000e+06,2.30000e+03,1.41299e+04,-5.31103e+00,4.35607e+02
3.85000e+06,2.40000e+03,1.41229e+04,-5.30279e+00,4.39638e+02
3.85000e+06,2.50000e+03,1.41158e+04,-5.29465e+00,4.43801e+02
3.85000e+06,2.60000e+03,1.41086e+04,-5.28664e+00,4.48085e+02
3.85000e+06,2.70000e+03,1.41013e+04,-5.27873e+00,4.52476e+02
3.85000e+06,2.80000e+03,1.40938e+04,-5.27094e+00,4.56964e+02
3.85000e+06,2.90000e+03,1.40862e+04,-5.26327e+00,4.61537e+02
3.85000e+06,3.00000e+03,1.40784e+04,-5.25572e+00,4.66186e+02
3.85000e+06,3.10000e+03,1.40705e+04,-5.24830e+00,4.70899e+02
3.85000e+06,3.20000e+03,1.40625e+04,-5.24099e+00,4.75668e+02
3.85000e+06,3.30000e+03,1.40544e+04,-5.23381e+00,4.80484e+02
3.85000e+06,3.40000e+03,1.40461e+04,-5.22675e+00,4.85338e+02
3.85000e+06,3.50000e+03,1.40377e+04,-5.21981e+00,4.90222e+02
3.85000e+06,3.60000e+03,1.40292e+04,-5.21300e+00,4.95130e+02
3.85000e+06,3.70000e+03,1.40205e+04,-5.20632e+00,5.00053e+02
3.85000e+06,3.80000e+03,1.40118e+04,-5.19976e+00,5.04987e+02
3.85000e+06,3.90000e+03,1.40028e+04,-5.19333e+00,5.09925e+02
3.85000e+06,4.00000e+03,1.39938e+04,-5.18701e+00,5.14862e+02
3.85000e+06,4.10000e+03,1.39846e+04,-5.18081e+00,5.19792e+02
3.85000e+06,4.20000e+03,1.39754e+04,-5.17474e+00,5.24712e+02
3.85000e+06,4.30000e+03,1.39660e+04,-5.16879e+00,5.29616e+02
3.85000e+06,4.40000e+03,1.39564e+04,-5.16296e+00,5.34502e+02
3.85000e+06,4.50000e+03,1.39468e+04,-5.15724e+00,5.39366e+02
3.85000e+06,4.60000e+03,1.39370e+04,-5.15163e+00,5.44205e+02
3.85000e+06,4.70000e+03,1.39271e+04,-5.14614e+00,5.49016e+02
3.85000e+06,4.80000e+03,1.39171e+04,-5.14075e+00,5.53796e+02
3.85000e+06,4.90000e+03,1.39070e+04,-5.13547e+00,5.58545e+02
3.85000e+06,5.00000e+03,1.38968e+04,-5.13030e+00,5.63260e+02
3.85000e+06,5.10000e+03,1.38864e+04,-5.12523e+00,5.67939e+02
3.85000e+06,5.20000e+03,1.38759e+04,-5.12025e+00,5.72580e+02
3.85000e+06,5.30000e+03,1.38654e+04,-5.11538e+00,5.77184e+02
3.85000e+06,5.40000e+03,1.38547e+04,-5.11060e+00,5.81749e+02
3.85000e+06,5.50000e+03,1.38439e+04,-5.10591e+00,5.86274e+02
3.85000e+06,5.60000e+03,1.38330e+04,-5.10131e+00,5.90758e+02
3.85000e+06,5.70000e+03,1.38220e+04,-5.09680e+00,5.95202e+02
3.85000e+06,5.80000e+03,1.38109e+04,-5.09238e+00,5.99604e+02
3.85000e+06,5.90000e+03,1.37996e+04,-5.08803e+00,6.03966e+02
3.85000e+06,6.00000e+03,1.37883e+04,-5.08377e+00,6.08286e+02
3.85000e+06,6.10000e+03,1.37769e+04,-5.07958e+00,6.12565e+02
3.85000e+06,6.20000e+03,1.37654e+04,-5.07548e+00,6.16803e+02
3.85000e+06,6.30000e+03,1.37538e+04,-5.07144e+00,6.21000e+02
3.85000e+06,6.40000e+03,1.37421e+04,-5.06748e+00,6.25157e+02
3.85000e+06,6.50000e+03,1.37302e+04,-5.06358e+00,6.29275e+02
3.85000e+06,6.60000e+03,1.37183e+04,-5.05975e+00,6.33352e+02
3.85000e+06,6.70000e+03,1.37063e+04,-5.05599e+00,6.37391e+02
3.85000e+06,6.80000e+03,1.36942e+04,-5.05229e+00,6.41392e+02
3.85000e+06,6.90000e+03,1.36820e+04,-5.04865e+00,6.45355e+02
3.85000e+06,7.00000e+03,1.36698e+04,-5.04506e+00,6.49282e+02
3.85000e+06,7.10000e+03,1.36574e+04,-5.04154e+00,6.53172e+02
3.85000e+06,7.20000e+03,1.36449e+04,-5.03807e+00,6.57027e+02
3.85000e+06,7.30000e+03,1.36324e+04,-5.03465e+00,6.60847e+02
3.85000e+06,7.40000e+03,1.36198e+04,-5.03129e+00,6.64634e+02
3.85000e+06,7.50000e+03,1.36071e+04,-5.02797e+00,6.68387e+02
3.85000e+06,7.60000e+03,1.35943e+04,-5.02471e+00,6.72109e+02
3.85000e+06,7.70000e+03,1.35814e+04,-5.02149e+00,6.75799e+02
3.85000e+06,7.80000e+03,1.35684e+04,-5.01831e+00,6.79459e+02
3.85000e+06,7.90000e+03,1.35554e+04,-5.01518e+00,6.83089e+02
3.85000e+06,8.00000e+03,1.35422e+04,-5.01209e+00,6.86691e+02
3.85000e+06,8.10000e+03,1.35290e+04,-5.00904e+00,6.90265e+02
3.85000e+06,8.20000e+03,1.35157e+04,-5.00603e+00,6.93812e+02
3.85000e+06,8.30000e+03,1.35024e+04,-5.00306e+00,6.97334e+02
3.85000e+06,8.40000e+03,1.34889e+04,-5.00013e+00,7.00830e+02
3.85000e+06,8.50000e+03,1.34754e+04,-4.99723e+00,7.04302e+02
3.85000e+06,8.60000e+03,1.34618e+04,-4.99436e+00,7.07750e+02
3.85000e+06,8.70000e+03,1.34481e+04,-4.99153e+00,7.11176e+02
3.85000e+06,8.80000e+03,1.34344e+04,-4.98873e+00,7.14580e+02
3.85000e+06,8.90000e+03,1.34205e+04,-4.98596e+00,7.17964e+02
3.85000e+06,9.00000e+03,1.34066e+04,-4.98322e+00,7.21328e+02
3.85000e+06,9.10000e+03,1.33927e+04,-4.98051e+00,7.24672e+02
3.85000e+06,9.20000e+03,1.33786e+04,-4.97782e+00,7.27998e+02
3.85000e+06,9.30000e+03,1.33645e+04,-4.97517e+00,7.31307e+02
3.85000e+06,9.40000e+03,1.33503e+04,-4.97254e+00,7.34599e+02
3.85000e+06,9.50000e+03,1.33361e+04,-4.96993e+00,7.37876e+02
3.85000e+06,9.60000e+03,1.33217e+04,-4.96735e+00,7.41137e+02
3.85000e+06,9.70000e+03,1.33073e+04,-4.96479e+00,7.44384e+02
3.85000e+06,9.80000e+03,1.32929e+04,-4.96225e+00,7.47617e+02
3.85000e+06,9.90000e+03,1.32783e+04,-4.95973e+00,7.50838e+02
3.85000e+06,1.00000e+04,1.32637e+04,-4.95724e+00,7.54046e+02
3.85000e+06,1.01000e+04,1.32491e+04,-4.95476e+00,7.57244e+02
3.85000e+06,1.02000e+04,1.32343e+04,-4.95230e+00,7.60430e+02
3.85000e+06,1.03000e+04,1.32195e+04,-4.94987e+00,7.63607e+02
3.85000e+06,1.04000e+04,1.32047e+04,-4.94744e+00,7.66775e+02
4.60000e+06,1.70000e+03,1.48056e+04,-5.43057e+00,4.07652e+02
4.60000e+06,1.80000e+03,1.48001e+04,-5.42211e+00,4.10152e+02
4.60000e+06,1.90000e+03,1.47944e+04,-5.41379e+00,4.12851e+02
4.60000e+06,2.00000e+03,1.47887e+04,-5.40560e+00,4.15737e+02
4.60000e+06,2.10000e+03,1.47828e+04,-5.39752e+00,4.18797e+02
4.60000e+06,2.20000e+03,1.47768e+04,-5.38955e+00,4.22021e+02
4.60000e+06,2.30000e+03,1.47707e+04,-5.38168e+00,4.25397e+02
4.60000e+06,2.40000e+03,1.47645e+04,-5.37392e+00,4.28914e+02
4.60000e+06,2.50000e+03,1.47583e+04,-5.36625e+00,4.32562e+02
4.60000e+06,2.60000e+03,1.47518e+04,-5.35867e+00,4.36328e+02
4.60000e+06,2.70000e+03,1.47453e+04,-5.35120e+00,4.40205e+02
4.60000e+06,2.80000e+03,1.47387e+04,-5.34382e+00,4.44180e+02
4.60000e+06,2.90000e+03,1.47320e+04,-5.33654e+00,4.48244e+02
4.60000e+06,3.00000e+03,1.47251e+04,-5.32937e+00,4.52389e+02
4.60000e+06,3.10000e+03,1.47182e+04,-5.32230e+00,4.56605e+02
4.60000e+06,3.20000e+03,1.47111e+04,-5.31533e+00,4.60884e+02
4.60000e+06,3.30000e+03,1.47039e+04,-5.30847e+00,4.65218e+02
4.60000e+06,3.40000e+03,1.46967e+04,-5.30172e+00,4.69598e+02
4.60000e+06,3.50000e+03,1.46893e+04,-5.29507e+00,4.74018e+02
4.60000e+06,3.60000e+03,1.46818e+04,-5.28854e+00,4.78471e+02
4.60000e+06,3.70000e+03,1.46742e+04,-5.28211e+00,4.82949e+02
4.60000e+06,3.80000e+03,1.46664e+04,-5.27579e+00,4.87448e+02
4.60000e+06,3.90000e+03,1.46586e+04,-5.26959e+00,4.91961e+02
4.60000e+06,4.00000e+03,1.46507e+04,-5.26349e+00,4.96483e+02
4.60000e+06,4.10000e+03,1.46426e+04,-5.25750e+00,5.01010e+02
4.60000e+06,4.20000e+03,1.46345e+04,-5.25162e+00,5.05535e+02
4.60000e+06,4.30000e+03,1.46262e+04,-5.24585e+00,5.10056e+02
4.60000e+06,4.40000e+03,1.46179e+04,-5.24019e+00,5.14568e+02
4.60000e+06,4.50000e+03,1.46094e+04,-5.23463e+00,5.19068e+02
4.60000e+06,4.60000e+03,1.46009e+04,-5.22918e+00,5.23553e+02
4.60000e+06,4.70000e+03,1.45922e+04,-5.22383e+00,5.28018e+02
4.60000e+06,4.80000e+03,1.45834e+04,-5.21858e+00,5.32463e+02
4.60000e+06,4.90000e+03,1.45746e+04,-5.21343e+00,5.36884e+02
4.60000e+06,5.00000e+03,1.45656e+04,-5.20838e+00,5.41278e+02
4.60000e+06,5.10000e+03,1.45565e+04,-5.20343e+00,5.45645e+02
4.60000e+06,5.20000e+03,1.45474e+04,-5.19858e+00,5.49982e+02
4.60000e+06,5.30000e+03,1.45381e+04,-5.19381e+00,5.54288e+02
4.60000e+06,5.40000e+03,1.45288e+04,-5.18914e+00,5.58561e+02
4.60000e+06,5.50000e+03,1.45193e+04,-5.18455e+00,5.62801e+02
4.60000e+06,5.60000e+03,1.45098e+04,-5.18006e+00,5.67005e+02
4.60000e+06,5.70000e+03,1.45002e+04,-5.17565e+00,5.71175e+02
4.60000e+06,5.80000e+03,1.44904e+04,-5.17132e+00,5.75307e+02
4.60000e+06,5.90000e+03,1.44806e+04,-5.16707e+00,5.79403e+02
4.60000e+06,6.00000e+03,1.44707e+04,-5.16290e+00,5.83462e+02
4.60000e+06,6.10000e+03,1.44607e+04,-5.15881e+00,5.87483e+02
4.60000e+06,6.20000e+03,1.44507e+04,-5.15480e+00,5.91466e+02
4.60000e+06,6.30000e+03,1.44405e+04,-5.15086e+00,5.95412e+02
4.60000e+06,6.40000e+03,1.44303e+04,-5.14699e+00,5.99319e+02
4.60000e+06,6.50000e+03,1.44199e+04,-5.14319e+00,6.03189e+02
4.60000e+06,6.60000e+03,1.44095e+04,-5.13945e+00,6.07021e+02
4.60000e+06,6.70000e+03,1.43990e+04,-5.13579e+00,6.10815e+02
4.60000e+06,6.80000e+03,1.43885e+04,-5.13218e+00,6.14572e+02
4.60000e+06,6.90000e+03,1.43778e+04,-5.12864e+00,6.18292e+02
4.60000e+06,7.00000e+03,1.43671e+04,-5.12516e+00,6.21975e+02
4.60000e+06,7.10000e+03,1.43563e+04,-5.12174e+00,6.25623e+02
4.60000e+06,7.20000e+03,1.43454e+04,-5.11837e+00,6.29234e+02
4.60000e+06,7.30000e+03,1.43344e+04,-5.11506e+00,6.32811e+02
4.60000e+06,7.40000e+03,1.43234e+04,-5.11181e+00,6.36353e+02
4.60000e+06,7.50000e+03,1.43123e+04,-5.10860e+00,6.39860e+02
4.60000e+06,7.60000e+03,1.43011e+04,-5.10545e+00,6.43334e+02
4.60000e+06,7.70000e+03,1.42898e+04,-5.10235e+00,6.46776e+02
4.60000e+06,7.80000e+03,1.42785e+04,-5.09929e+00,6.50184e+02
4.60000e+06,7.90000e+03,1.42671e+04,-5.09628e+00,6.53562e+02
4.60000e+06,8.00000e+03,1.42556e+04,-5.09332e+00,6.56908e+02
4.60000e+06,8.10000e+03,1.42441e+04,-5.09040e+00,6.60224e+02
4.60000e+06,8.20000e+03,1.42325e+04,-5.08752e+00,6.63510e+02
4.60000e+06,8.30000e+03,1.42208e+04,-5.08468e+00,6.66767e+02
4.60000e+06,8.40000e+03,1.42091e+04,-5.08188e+00,6.69996e+02
4.60000e+06,8.50000e+03,1.41973e+04,-5.07912e+00,6.73197e+02
4.60000e+06,8.60000e+03,1.41854e+04,-5.07640e+00,6.76371e+02
4.60000e+06,8.70000e+03,1.41735e+04,-5.07371e+00,6.79518e+02
4.60000e+06,8.80000e+03,1.41615e+04,-5.07106e+00,6.82641e+02
4.60000e+06,8.90000e+03,1.41495e+04,-5.06844e+00,6.85738e+02
4.60000e+06,9.00000e+03,1.41374e+04,-5.06586e+00,6.88811e+02
4.60000e+06,9.10000e+03,1.41252e+04,-5.06331e+00,6.91860e+02
4.60000e+06,9.20000e+03,1.41129e+04,-5.06078e+00,6.94887e+02
4.60000e+06,9.30000e+03,1.41006e+04,-5.05829e+00,6.97891e+02
4.60000e+06,9.40000e+03,1.40883e+04,-5.05583e+00,7.00873e+02
4.60000e+06,9.50000e+03,1.40759e+04,-5.05340e+00,7.03835e+02
4.60000e+06,9.60000e+03,1.40634e+04,-5.05099e+00,7.06777e+02
4.60000e+06,9.70000e+03,1.40508e+04,-5.04861e+00,7.09698e+02
4.60000e+06,9.80000e+03,1.40383e+04,-5.04626e+00,7.12601e+02
4.60000e+06,9.90000e+03,1.40256e+04,-5.04393e+00,7.15485e+02
4.60000e+06,1.00000e+04,1.40129e+04,-5.04162e+00,7.18352e+02
4.60000e+06,1.01000e+04,1.40001e+04,-5.03934e+00,7.21201e+02
4.60000e+06,1.02000e+04,1.39873e+04,-5.03708e+00,7.24036e+02
4.60000e+06,1.03000e+04,1.39745e+04,-5.03484e+00,7.26852e+02
4.60000e+06,1.04000e+04,1.39615e+04,-5.03262e+00,7.29654e+02
5.35000e+06,1.70000e+03,1.53784e+04,-5.48820e+00,4.01923e+02
5.35000e+06,1.80000e+03,1.53734e+04,-5.48014e+00,4.04079e+02
5.35000e+06,1.90000e+03,1.53682e+04,-5.47223e+00,4.06421e+02
5.35000e+06,2.00000e+03,1.53630e+04,-5.46445e+00,4.08938e+02
5.35000e+06,2.10000e+03,1.53577e+04,-5.45678e+00,4.11620e+02
5.35000e+06,2.20000e+03,1.53523e+04,-5.44922e+00,4.14457e+02
5.35000e+06,2.30000e+03,1.53468e+04,-5.44175e+00,4.17441e+02
5.35000e+06,2.40000e+03,1.53412e+04,-5.43436e+00,4.20561e+02
5.35000e+06,2.50000e+03,1.53355e+04,-5.42707e+00,4.23807e+02
5.35000e+06,2.60000e+03,1.53297e+04,-5.41986e+00,4.27172e+02
5.35000e+06,2.70000e+03,1.53238e+04,-5.41274e+00,4.30645e+02
5.35000e+06,2.80000e+03,1.53178e+04,-5.40571e+00,4.34218e+02
5.35000e+06,2.90000e+03,1.53118e+04,-5.39876e+00,4.37882e+02
5.35000e+06,3.00000e+03,1.53056e+04,-5.39190e+00,4.41629e+02
5.35000e+06,3.10000e+03,1.52994e+04,-5.38513e+00,4.45451e+02
5.35000e+06,3.20000e+03,1.52930e+04,-5.37845e+00,4.49341e+02
5.35000e+06,3.30000e+03,1.52866e+04,-5.37186e+00,4.53290e+02
5.35000e+06,3.40000e+03,1.52800e+04,-5.36537e+00,4.57292e+02
5.35000e+06,3.50000e+03,1.52734e+04,-5.35897e+00,4.61340e+02
5.35000e+06,3.60000e+03,1.52667e+04,-5.35266e+00,4.65427e+02
5.35000e+06,3.70000e+03,1.52598e+04,-5.34646e+00,4.69548e+02
5.35000e+06,3.80000e+03,1.52529e+04,-5.34035e+00,4.73697e+02
5.35000e+06,3.90000e+03,1.52459e+04,-5.33434e+00,4.77868e+02
5.35000e+06,4.00000e+03,1.52388e+04,-5.32842e+00,4.82056e+02
5.35000e+06,4.10000e+03,1.52316e+04,-5.32261e+00,4.86257e+02
5.35000e+06,4.20000e+03,1.52243e+04,-5.31689e+00,4.90465e+02
5.35000e+06,4.30000e+03,1.52169e+04,-5.31127e+00,4.94677e+02
5.35000e+06,4.40000e+03,1.52094e+04,-5.30575e+00,4.98888e+02
5.35000e+06,4.50000e+03,1.52019e+04,-5.30033e+00,5.03095e+02
5.35000e+06,4.60000e+03,1.51942e+04,-5.29500e+00,5.07295e+02
5.35000e+06,4.70000e+03,1.51865e+04,-5.28977e+00,5.11484e+02
5.35000e+06,4.80000e+03,1.51786e+04,-5.28463e+00,5.15659e+02
5.35000e+06,4.90000e+03,1.51707e+04,-5.27958e+00,5.19819e+02
5.35000e+06,5.00000e+03,1.51627e+04,-5.27463e+00,5.23960e+02
5.35000e+06,5.10000e+03,1.51546e+04,-5.26977e+00,5.28080e+02
5.35000e+06,5.20000e+03,1.51464e+04,-5.26500e+00,5.32177e+02
5.35000e+06,5.30000e+03,1.51381e+04,-5.26032e+00,5.36250e+02
5.35000e+06,5.40000e+03,1.51298e+04,-5.25572e+00,5.40296e+02
5.35000e+06,5.50000e+03,1.51213e+04,-5.25121e+00,5.44315e+02
5.35000e+06,5.60000e+03,1.51128e+04,-5.24679e+00,5.48305e+02
5.35000e+06,5.70000e+03,1.51042e+04,-5.24244e+00,5.52264e+02
5.35000e+06,5.80000e+03,1.50955e+04,-5.23818e+00,5.56193e+02
5.35000e+06,5.90000e+03,1.50868e+04,-5.23399e+00,5.60090e+02
5.35000e+06,6.00000e+03,1.50779e+04,-5.22988e+00,5.63954e+02
5.35000e+06,6.10000e+03,1.50690e+04,-5.22585e+00,5.67785e+02
5.35000e+06,6.20000e+03,1.50600e+04,-5.22189e+00,5.71582e+02
5.35000e+06,6.30000e+03,1.50509e+04,-5.21801e+00,5.75345e+02
5.35000e+06,6.40000e+03,1.50418e+04,-5.21419e+00,5.79073e+02
5.35000e+06,6.50000e+03,1.50326e+04,-5.21044e+00,5.82767e+02
5.35000e+06,6.60000e+03,1.50233e+04,-5.20676e+00,5.86426e+02
5.35000e+06,6.70000e+03,1.50139e+04,-5.20315e+00,5.90050e+02
5.35000e+06,6.80000e+03,1.50045e+04,-5.19959e+00,5.93639e+02
5.35000e+06,6.90000e+03,1.49950e+04,-5.19611e+00,5.97193e+02
5.35000e+06,7.00000e+03,1.49854e+04,-5.19268e+00,6.00713e+02
5.35000e+06,7.10000e+03,1.49757e+04,-5.18931e+00,6.04198e+02
5.35000e+06,7.20000e+03,1.49660e+04,-5.18600e+00,6.07649e+02
5.35000e+06,7.30000e+03,1.49562e+04,-5.18274e+00,6.11065e+02
5.35000e+06,7.40000e+03,1.49464e+04,-5.17954e+00,6.14448e+02
5.35000e+06,7.50000e+03,1.49364e+04,-5.17639e+00,6.17798e+02
5.35000e+06,7.60000e+03,1.49265e+04,-5.17330e+00,6.21115e+02
5.35000e+06,7.70000e+03,1.49164e+04,-5.17025e+00,6.24399e+02
5.35000e+06,7.80000e+03,1.49063e+04,-5.16725e+00,6.27651e+02
5.35000e+06,7.90000e+03,1.48961e+04,-5.16430e+00,6.30871e+02
5.35000e+06,8.00000e+03,1.48859e+04,-5.16140e+00,6.34060e+02
