# P_bar,T_K,rho_kgm3,alpha_1_K,Cp_J_K_mol
3.91000e+07,8.40000e+03,2.62498e+04,-6.03614e+00,4.41345e+02
3.91000e+07,8.50000e+03,2.62474e+04,-6.03363e+00,4.43204e+02
3.91000e+07,8.60000e+03,2.62450e+04,-6.03113e+00,4.45065e+02
3.91000e+07,8.70000e+03,2.62425e+04,-6.02865e+00,4.46926e+02
3.91000e+07,8.80000e+03,2.62401e+04,-6.02620e+00,4.48789e+02
3.91000e+07,8.90000e+03,2.62376e+04,-6.02376e+00,4.50651e+02
3.91000e+07,9.00000e+03,2.62351e+04,-6.02134e+00,4.52513e+02
3.91000e+07,9.10000e+03,2.62326e+04,-6.01894e+00,4.54374e+02
3.91000e+07,9.20000e+03,2.62301e+04,-6.01656e+00,4.56235e+02
3.91000e+07,9.30000e+03,2.62275e+04,-6.01420e+00,4.58094e+02
3.91000e+07,9.40000e+03,2.62250e+04,-6.01186e+00,4.59952e+02
3.91000e+07,9.50000e+03,2.62224e+04,-6.00953e+00,4.61808e+02
3.91000e+07,9.60000e+03,2.62199e+04,-6.00723e+00,4.63662e+02
3.91000e+07,9.70000e+03,2.62173e+04,-6.00494e+00,4.65513e+02
3.91000e+07,9.80000e+03,2.62147e+04,-6.00268e+00,4.67362e+02
3.91000e+07,9.90000e+03,2.62121e+04,-6.00044e+00,4.69207e+02
3.91000e+07,1.00000e+04,2.62094e+04,-5.99821e+00,4.71049e+02
3.91000e+07,1.01000e+04,2.62068e+04,-5.99600e+00,4.72888e+02
3.91000e+07,1.02000e+04,2.62041e+04,-5.99382e+00,4.74723e+02
3.91000e+07,1.03000e+04,2.62015e+04,-5.99165e+00,4.76554e+02
3.91000e+07,1.04000e+04,2.61988e+04,-5.98950e+00,4.78380e+02
3.98500e+07,1.70000e+03,2.65236e+04,-6.25530e+00,3.51916e+02
3.98500e+07,1.80000e+03,2.65221e+04,-6.25021e+00,3.52136e+02
3.98500e+07,1.90000e+03,2.65206e+04,-6.24538e+00,3.52407e+02
3.98500e+07,2.00000e+03,2.65191e+04,-6.24078e+00,3.52730e+02
3.98500e+07,2.10000e+03,2.65175e+04,-6.23638e+00,3.53103e+02
3.98500e+07,2.20000e+03,2.65160e+04,-6.23216e+00,3.53526e+02
3.98500e+07,2.30000e+03,2.65144e+04,-6.22808e+00,3.53998e+02
3.98500e+07,2.40000e+03,2.65129e+04,-6.22413e+00,3.54518e+02
3.98500e+07,2.50000e+03,2.65113e+04,-6.22029e+00,3.55085e+02
3.98500e+07,2.60000e+03,2.65097e+04,-6.21655e+00,3.55699e+02
3.98500e+07,2.70000e+03,2.65080e+04,-6.21289e+00,3.56359e+02
3.98500e+07,2.80000e+03,2.65064e+04,-6.20931e+00,3.57062e+02
3.98500e+07,2.90000e+03,2.65048e+04,-6.20579e+00,3.57810e+02
3.98500e+07,3.00000e+03,2.65031e+04,-6.20234e+00,3.58600e+02
3.98500e+07,3.10000e+03,2.65014e+04,-6.19893e+00,3.59432e+02
3.98500e+07,3.20000e+03,2.64998e+04,-6.19557e+00,3.60304e+02
3.98500e+07,3.30000e+03,2.64981e+04,-6.19224e+00,3.61216e+02
3.98500e+07,3.40000e+03,2.64964e+04,-6.18896e+00,3.62167e+02
3.98500e+07,3.50000e+03,2.64946e+04,-6.18570e+00,3.63156e+02
3.98500e+07,3.60000e+03,2.64929e+04,-6.18247e+00,3.64182e+02
3.98500e+07,3.70000e+03,2.64912e+04,-6.17927e+00,3.65243e+02
3.98500e+07,3.80000e+03,2.64894e+04,-6.17609e+00,3.66340e+02
3.98500e+07,3.90000e+03,2.64876e+04,-6.17293e+00,3.67470e+02
3.98500e+07,4.00000e+03,2.64858e+04,-6.16979e+00,3.68634e+02
3.98500e+07,4.10000e+03,2.64840e+04,-6.16666e+00,3.69829e+02
3.98500e+07,4.20000e+03,2.64822e+04,-6.16356e+00,3.71056e+02
3.98500e+07,4.30000e+03,2.64804e+04,-6.16046e+00,3.72313e+02
3.98500e+07,4.40000e+03,2.64786e+04,-6.15738e+00,3.73600e+02
3.98500e+07,4.50000e+03,2.64767e+04,-6.15431e+00,3.74915e+02
3.98500e+07,4.60000e+03,2.64749e+04,-6.15126e+00,3.76258e+02
3.98500e+07,4.70000e+03,2.64730e+04,-6.14821e+00,3.77627e+02
3.98500e+07,4.80000e+03,2.64711e+04,-6.14518e+00,3.79022e+02
3.98500e+07,4.90000e+03,2.64692e+04,-6.14216e+00,3.80442e+02
3.98500e+07,5.00000e+03,2.64673e+04,-6.13915e+00,3.81887e+02
3.98500e+07,5.10000e+03,2.64654e+04,-6.13616e+00,3.83354e+02
3.98500e+07,5.20000e+03,2.64634e+04,-6.13317e+00,3.84844e+02
3.98500e+07,5.30000e+03,2.64615e+04,-6.13019e+00,3.86356e+02
3.98500e+07,5.40000e+03,2.64595e+04,-6.12723e+00,3.87889e+02
3.98500e+07,5.50000e+03,2.64575e+04,-6.12427e+00,3.89441e+02
3.98500e+07,5.60000e+03,2.64555e+04,-6.12133e+00,3.91013e+02
3.98500e+07,5.70000e+03,2.64535e+04,-6.11840e+00,3.92604e+02
3.98500e+07,5.80000e+03,2.64515e+04,-6.11548e+00,3.94212e+02
3.98500e+07,5.90000e+03,2.64495e+04,-6.11257e+00,3.95837e+02
3.98500e+07,6.00000e+03,2.64474e+04,-6.10967e+00,3.97479e+02
3.98500e+07,6.10000e+03,2.64453e+04,-6.10679e+00,3.99136e+02
3.98500e+07,6.20000e+03,2.64433e+04,-6.10392e+00,4.00807e+02
3.98500e+07,6.30000e+03,2.64412e+04,-6.10106e+00,4.02493e+02
3.98500e+07,6.40000e+03,2.64391e+04,-6.09821e+00,4.04193e+02
3.98500e+07,6.50000e+03,2.64370e+04,-6.09538e+00,4.05905e+02
3.98500e+07,6.60000e+03,2.64348e+04,-6.09257e+00,4.07629e+02
3.98500e+07,6.70000e+03,2.64327e+04,-6.08976e+00,4.09365e+02
3.98500e+07,6.80000e+03,2.64305e+04,-6.08697e+00,4.11111e+02
3.98500e+07,6.90000e+03,2.64284e+04,-6.08420e+00,4.12868e+02
3.98500e+07,7.00000e+03,2.64262e+04,-6.08144e+00,4.14634e+02
3.98500e+07,7.10000e+03,2.64240e+04,-6.07869e+00,4.16410e+02
3.98500e+07,7.20000e+03,2.64218e+04,-6.07597e+00,4.18194e+02
3.98500e+07,7.30000e+03,2.64195e+04,-6.07325e+00,4.19985e+02
3.98500e+07,7.40000e+03,2.64173e+04,-6.07056e+00,4.21784e+02
3.98500e+07,7.50000e+03,2.64151e+04,-6.06788e+00,4.23590e+02
3.98500e+07,7.60000e+03,2.64128e+04,-6.06521e+00,4.25401e+02
3.98500e+07,7.70000e+03,2.64105e+04,-6.06257e+00,4.27219e+02
3.98500e+07,7.80000e+03,2.64082e+04,-6.05994e+00,4.29042e+02
3.98500e+07,7.90000e+03,2.64059e+04,-6.05732e+00,4.30869e+02
3.98500e+07,8.00000e+03,2.64036e+04,-6.05473e+00,4.32701e+02
3.98500e+07,8.10000e+03,2.64013e+04,-6.05215e+00,4.34536e+02
3.98500e+07,8.20000e+03,2.63989e+04,-6.04959e+00,4.36375e+02
3.98500e+07,8.30000e+03,2.63965e+04,-6.04705e+00,4.38216e+02
3.98500e+07,8.40000e+03,2.63942e+04,-6.04453e+00,4.40060e+02
3.98500e+07,8.50000e+03,2.63918e+04,-6.04202e+00,4.41905e+02
3.98500e+07,8.60000e+03,2.63894e+04,-6.03953e+00,4.43753e+02
3.98500e+07,8.70000e+03,2.63870e+04,-6.03706e+00,4.45601e+02
3.98500e+07,8.80000e+03,2.63845e+04,-6.03461e+00,4.47450e+02
3.98500e+07,8.90000e+03,2.63821e+04,-6.03218e+00,4.49300e+02
3.98500e+07,9.00000e+03,2.63796e+04,-6.02977e+00,4.51150e+02
3.98500e+07,9.10000e+03,2.63772e+04,-6.02738e+00,4.52999e+02
3.98500e+07,9.20000e+03,2.63747e+04,-6.02500e+00,4.54848e+02
3.98500e+07,9.30000e+03,2.63722e+04,-6.02265e+00,4.56695e+02
3.98500e+07,9.40000e+03,2.63697e+04,-6.02031e+00,4.58541e+02
3.98500e+07,9.50000e+03,2.63671e+04,-6.01799e+00,4.60386e+02
3.98500e+07,9.60000e+03,2.63646e+04,-6.01569e+00,4.62229e+02
3.98500e+07,9.70000e+03,2.63621e+04,-6.01341e+00,4.64069e+02
3.98500e+07,9.80000e+03,2.63595e+04,-6.01115e+00,4.65907e+02
3.98500e+07,9.90000e+03,2.63569e+04,-6.00891e+00,4.67742e+02
3.98500e+07,1.00000e+04,2.63543e+04,-6.00669e+00,4.69574e+02
3.98500e+07,1.01000e+04,2.63517e+04,-6.00448e+00,4.71403e+02
3.98500e+07,1.02000e+04,2.63491e+04,-6.00230e+00,4.73228e+02
3.98500e+07,1.03000e+04,2.63465e+04,-6.00013e+00,4.75049e+02
3.98500e+07,1.04000e+04,2.63438e+04,-5.99799e+00,4.76867e+02
4.06000e+07,1.70000e+03,2.66644e+04,-6.26233e+00,3.51595e+02
4.06000e+07,1.80000e+03,2.66629e+04,-6.25725e+00,3.51812e+02
4.06000e+07,1.90000e+03,2.66615e+04,-6.25243e+00,3.52079e+02
4.06000e+07,2.00000e+03,2.66600e+04,-6.24785e+00,3.52396e+02
4.06000e+07,2.10000e+03,2.66584e+04,-6.24347e+00,3.52763e+02
4.06000e+07,2.20000e+03,2.66569e+04,-6.23926e+00,3.53180e+02
4.06000e+07,2.30000e+03,2.66554e+04,-6.23519e+00,3.53645e+02
4.06000e+07,2.40000e+03,2.66538e+04,-6.23126e+00,3.54157e+02
4.06000e+07,2.50000e+03,2.66522e+04,-6.22744e+00,3.54716e+02
4.06000e+07,2.60000e+03,2.66507e+04,-6.22371e+00,3.55321e+02
4.06000e+07,2.70000e+03,2.66491e+04,-6.22008e+00,3.55971e+02
4.06000e+07,2.80000e+03,2.66474e+04,-6.21652e+00,3.56665e+02
4.06000e+07,2.90000e+03,2.66458e+04,-6.21302e+00,3.57402e+02
4.06000e+07,3.00000e+03,2.66442e+04,-6.20958e+00,3.58181e+02
4.06000e+07,3.10000e+03,2.66425e+04,-6.20620e+00,3.59002e+02
4.06000e+07,3.20000e+03,2.66409e+04,-6.20286e+00,3.59863e+02
4.06000e+07,3.30000e+03,2.66392e+04,-6.19955e+00,3.60762e+02
4.06000e+07,3.40000e+03,2.66375e+04,-6.19629e+00,3.61701e+02
4.06000e+07,3.50000e+03,2.66358e+04,-6.19306e+00,3.62677e+02
4.06000e+07,3.60000e+03,2.66341e+04,-6.18985e+00,3.63689e+02
4.06000e+07,3.70000e+03,2.66324e+04,-6.18667e+00,3.64737e+02
4.06000e+07,3.80000e+03,2.66306e+04,-6.18351e+00,3.65819e+02
4.06000e+07,3.90000e+03,2.66289e+04,-6.18038e+00,3.66935e+02
4.06000e+07,4.00000e+03,2.66271e+04,-6.17726e+00,3.68084e+02
4.06000e+07,4.10000e+03,2.66253e+04,-6.17416e+00,3.69265e+02
4.06000e+07,4.20000e+03,2.66235e+04,-6.17107e+00,3.70477e+02
4.06000e+07,4.30000e+03,2.66217e+04,-6.16800e+00,3.71718e+02
4.06000e+07,4.40000e+03,2.66199e+04,-6.16494e+00,3.72989e+02
4.06000e+07,4.50000e+03,2.66181e+04,-6.16190e+00,3.74289e+02
4.06000e+07,4.60000e+03,2.66163e+04,-6.15887e+00,3.75615e+02
4.06000e+07,4.70000e+03,2.66144e+04,-6.15585e+00,3.76968e+02
4.06000e+07,4.80000e+03,2.66125e+04,-6.15284e+00,3.78347e+02
4.06000e+07,4.90000e+03,2.66107e+04,-6.14984e+00,3.79751e+02
4.06000e+07,5.00000e+03,2.66088e+04,-6.14685e+00,3.81179e+02
4.06000e+07,5.10000e+03,2.66069e+04,-6.14387e+00,3.82630e+02
4.06000e+07,5.20000e+03,2.66050e+04,-6.14091e+00,3.84103e+02
4.06000e+07,5.30000e+03,2.66030e+04,-6.13795e+00,3.85598e+02
4.06000e+07,5.40000e+03,2.66011e+04,-6.13501e+00,3.87114e+02
4.06000e+07,5.50000e+03,2.65991e+04,-6.13207e+00,3.88650e+02
4.06000e+07,5.60000e+03,2.65972e+04,-6.12915e+00,3.90205e+02
4.06000e+07,5.70000e+03,2.65952e+04,-6.12624e+00,3.91778e+02
4.06000e+07,5.80000e+03,2.65932e+04,-6.12334e+00,3.93369e+02
4.06000e+07,5.90000e+03,2.65912e+04,-6.12045e+00,3.94978e+02
4.06000e+07,6.00000e+03,2.65891e+04,-6.11757e+00,3.96602e+02
4.06000e+07,6.10000e+03,2.65871e+04,-6.11471e+00,3.98242e+02
4.06000e+07,6.20000e+03,2.65851e+04,-6.11185e+00,3.99897e+02
4.06000e+07,6.30000e+03,2.65830e+04,-6.10901e+00,4.01566e+02
4.06000e+07,6.40000e+03,2.65809e+04,-6.10619e+00,4.03249e+02
4.06000e+07,6.50000e+03,2.65788e+04,-6.10337e+00,4.04945e+02
4.06000e+07,6.60000e+03,2.65767e+04,-6.10057e+00,4.06652e+02
4.06000e+07,6.70000e+03,2.65746e+04,-6.09778e+00,4.08372e+02
4.06000e+07,6.80000e+03,2.65725e+04,-6.09501e+00,4.10102e+02
4.06000e+07,6.90000e+03,2.65704e+04,-6.09225e+00,4.11842e+02
4.06000e+07,7.00000e+03,2.65682e+04,-6.08950e+00,4.13593e+02
4.06000e+07,7.10000e+03,2.65660e+04,-6.08678e+00,4.15352e+02
4.06000e+07,7.20000e+03,2.65638e+04,-6.08406e+00,4.17120e+02
4.06000e+07,7.30000e+03,2.65617e+04,-6.08136e+00,4.18896e+02
4.06000e+07,7.40000e+03,2.65594e+04,-6.07868e+00,4.20679e+02
4.06000e+07,7.50000e+03,2.65572e+04,-6.07601e+00,4.22470e+02
4.06000e+07,7.60000e+03,2.65550e+04,-6.07336e+00,4.24267e+02
4.06000e+07,7.70000e+03,2.65527e+04,-6.07072e+00,4.26069e+02
4.06000e+07,7.80000e+03,2.65505e+04,-6.06810e+00,4.27877e+02
4.06000e+07,7.90000e+03,2.65482e+04,-6.06550e+00,4.29690e+02
4.06000e+07,8.00000e+03,2.65459e+04,-6.06292e+00,4.31507e+02
4.06000e+07,8.10000e+03,2.65436e+04,-6.06035e+00,4.33328e+02
4.06000e+07,8.20000e+03,2.65413e+04,-6.05780e+00,4.35153e+02
4.06000e+07,8.30000e+03,2.65390e+04,-6.05527e+00,4.36980e+02
4.06000e+07,8.40000e+03,2.65366e+04,-6.05275e+00,4.38811e+02
4.06000e+07,8.50000e+03,2.65343e+04,-6.05026e+00,4.40643e+02
4.06000e+07,8.60000e+03,2.65319e+04,-6.04778e+00,4.42477e+02
4.06000e+07,8.70000e+03,2.65295e+04,-6.04532e+00,4.44313e+02
4.06000e+07,8.80000e+03,2.65271e+04,-6.04287e+00,4.46149e+02
4.06000e+07,8.90000e+03,2.65247e+04,-6.04045e+00,4.47986e+02
4.06000e+07,9.00000e+03,2.65223e+04,-6.03804e+00,4.49823e+02
4.06000e+07,9.10000e+03,2.65198e+04,-6.03566e+00,4.51661e+02
4.06000e+07,9.20000e+03,2.65174e+04,-6.03329e+00,4.53497e+02
4.06000e+07,9.30000e+03,2.65149e+04,-6.03093e+00,4.55333e+02
4.06000e+07,9.40000e+03,2.65124e+04,-6.02860e+00,4.57168e+02
4.06000e+07,9.50000e+03,2.65100e+04,-6.02629e+00,4.59002e+02
4.06000e+07,9.60000e+03,2.65075e+04,-6.02400e+00,4.60833e+02
4.06000e+07,9.70000e+03,2.65049e+04,-6.02172e+00,4.62663e+02
4.06000e+07,9.80000e+03,2.65024e+04,-6.01946e+00,4.64491e+02
4.06000e+07,9.90000e+03,2.64999e+04,-6.01722e+00,4.66315e+02
4.06000e+07,1.00000e+04,2.64973e+04,-6.01500e+00,4.68137e+02
4.06000e+07,1.01000e+04,2.64948e+04,-6.01280e+00,4.69956e+02
4.06000e+07,1.02000e+04,2.64922e+04,-6.01062e+00,4.71772e+02
4.06000e+07,1.03000e+04,2.64896e+04,-6.00846e+00,4.73584e+02
4.06000e+07,1.04000e+04,2.64870e+04,-6.00631e+00,4.75392e+02
4.13500e+07,1.70000e+03,2.68035e+04,-6.26923e+00,3.51282e+02
4.13500e+07,1.80000e+03,2.68020e+04,-6.26416e+00,3.51495e+02
4.13500e+07,1.90000e+03,2.68006e+04,-6.25935e+00,3.51758e+02
4.13500e+07,2.00000e+03,2.67991e+04,-6.25478e+00,3.52070e+02
4.13500e+07,2.10000e+03,2.67976e+04,-6.25042e+00,3.52432e+02
4.13500e+07,2.20000e+03,2.67961e+04,-6.24622e+00,3.52843e+02
4.13500e+07,2.30000e+03,2.67945e+04,-6.24218e+00,3.53301e+02
4.13500e+07,2.40000e+03,2.67930e+04,-6.23826e+00,3.53806e+02
4.13500e+07,2.50000e+03,2.67914e+04,-6.23445e+00,3.54357e+02
4.13500e+07,2.60000e+03,2.67899e+04,-6.23075e+00,3.54953e+02
4.13500e+07,2.70000e+03,2.67883e+04,-6.22713e+00,3.55594e+02
4.13500e+07,2.80000e+03,2.67867e+04,-6.22359e+00,3.56279e+02
4.13500e+07,2.90000e+03,2.67851e+04,-6.22011e+00,3.57006e+02
4.13500e+07,3.00000e+03,2.67835e+04,-6.21669e+00,3.57775e+02
4.13500e+07,3.10000e+03,2.67818e+04,-6.21333e+00,3.58584e+02
4.13500e+07,3.20000e+03,2.67802e+04,-6.21001e+00,3.59433e+02
4.13500e+07,3.30000e+03,2.67785e+04,-6.20673e+00,3.60322e+02
4.13500e+07,3.40000e+03,2.67769e+04,-6.20349e+00,3.61248e+02
4.13500e+07,3.50000e+03,2.67752e+04,-6.20027e+00,3.62211e+02
4.13500e+07,3.60000e+03,2.67735e+04,-6.19709e+00,3.63210e+02
4.13500e+07,3.70000e+03,2.67718e+04,-6.19393e+00,3.64245e+02
4.13500e+07,3.80000e+03,2.67701e+04,-6.19080e+00,3.65314e+02
4.13500e+07,3.90000e+03,2.67683e+04,-6.18768e+00,3.66416e+02
4.13500e+07,4.00000e+03,2.67666e+04,-6.18459e+00,3.67551e+02
4.13500e+07,4.10000e+03,2.67648e+04,-6.18151e+00,3.68717e+02
4.13500e+07,4.20000e+03,2.67631e+04,-6.17844e+00,3.69914e+02
4.13500e+07,4.30000e+03,2.67613e+04,-6.17540e+00,3.71141e+02
4.13500e+07,4.40000e+03,2.67595e+04,-6.17236e+00,3.72397e+02
4.13500e+07,4.50000e+03,2.67577e+04,-6.16934e+00,3.73681e+02
4.13500e+07,4.60000e+03,2.67559e+04,-6.16633e+00,3.74992e+02
4.13500e+07,4.70000e+03,2.67540e+04,-6.16333e+00,3.76329e+02
4.13500e+07,4.80000e+03,2.67522e+04,-6.16034e+00,3.77692e+02
4.13500e+07,4.90000e+03,2.67503e+04,-6.15737e+00,3.79080e+02
4.13500e+07,5.00000e+03,2.67485e+04,-6.15440e+00,3.80492e+02
4.13500e+07,5.10000e+03,2.67466e+04,-6.15145e+00,3.81927e+02
4.13500e+07,5.20000e+03,2.67447e+04,-6.14850e+00,3.83384e+02
4.13500e+07,5.30000e+03,2.67428e+04,-6.14557e+00,3.84862e+02
4.13500e+07,5.40000e+03,2.67409e+04,-6.14264e+00,3.86362e+02
4.13500e+07,5.50000e+03,2.67389e+04,-6.13973e+00,3.87881e+02
4.13500e+07,5.60000e+03,2.67370e+04,-6.13682e+00,3.89420e+02
4.13500e+07,5.70000e+03,2.67350e+04,-6.13393e+00,3.90977e+02
4.13500e+07,5.80000e+03,2.67331e+04,-6.13105e+00,3.92551e+02
4.13500e+07,5.90000e+03,2.67311e+04,-6.12818e+00,3.94143e+02
4.13500e+07,6.00000e+03,2.67291e+04,-6.12532e+00,3.95751e+02
4.13500e+07,6.10000e+03,2.67271e+04,-6.12247e+00,3.97375e+02
4.13500e+07,6.20000e+03,2.67250e+04,-6.11964e+00,3.99014e+02
4.13500e+07,6.30000e+03,2.67230e+04,-6.11681e+00,4.00666e+02
4.13500e+07,6.40000e+03,2.67210e+04,-6.11400e+00,4.02333e+02
4.13500e+07,6.50000e+03,2.67189e+04,-6.11120e+00,4.04012e+02
4.13500e+07,6.60000e+03,2.67168e+04,-6.10842e+00,4.05704e+02
4.13500e+07,6.70000e+03,2.67147e+04,-6.10565e+00,4.07407e+02
4.13500e+07,6.80000e+03,2.67126e+04,-6.10289e+00,4.09121e+02
4.13500e+07,6.90000e+03,2.67105e+04,-6.10014e+00,4.10846e+02
4.13500e+07,7.00000e+03,2.67084e+04,-6.09742e+00,4.12581e+02
4.13500e+07,7.10000e+03,2.67063e+04,-6.09470e+00,4.14325e+02
4.13500e+07,7.20000e+03,2.67041e+04,-6.09200e+00,4.16077e+02
4.13500e+07,7.30000e+03,2.67019e+04,-6.08931e+00,4.17838e+02
4.13500e+07,7.40000e+03,2.66998e+04,-6.08664e+00,4.19606e+02
4.13500e+07,7.50000e+03,2.66976e+04,-6.08399e+00,4.21382e+02
4.13500e+07,7.60000e+03,2.66954e+04,-6.08135e+00,4.23164e+02
4.13500e+07,7.70000e+03,2.66931e+04,-6.07872e+00,4.24951e+02
4.13500e+07,7.80000e+03,2.66909e+04,-6.07612e+00,4.26745e+02
4.13500e+07,7.90000e+03,2.66887e+04,-6.07353e+00,4.28543e+02
4.13500e+07,8.00000e+03,2.66864e+04,-6.07095e+00,4.30347e+02
4.13500e+07,8.10000e+03,2.66841e+04,-6.06839e+00,4.32154e+02
4.13500e+07,8.20000e+03,2.66818e+04,-6.06585e+00,4.33965e+02
4.13500e+07,8.30000e+03,2.66795e+04,-6.06333e+00,4.35779e+02
4.13500e+07,8.40000e+03,2.66772e+04,-6.06082e+00,4.37596e+02
4.13500e+07,8.50000e+03,2.66749e+04,-6.05833e+00,4.39415e+02
4.13500e+07,8.60000e+03,2.66726e+04,-6.05586e+00,4.41236e+02
4.13500e+07,8.70000e+03,2.66702e+04,-6.05341e+00,4.43059e+02
4.13500e+07,8.80000e+03,2.66678e+04,-6.05098e+00,4.44883e+02
4.13500e+07,8.90000e+03,2.66655e+04,-6.04856e+00,4.46708e+02
4.13500e+07,9.00000e+03,2.66631e+04,-6.04616e+00,4.48533e+02
4.13500e+07,9.10000e+03,2.66607e+04,-6.04378e+00,4.50358e+02
4.13500e+07,9.20000e+03,2.66583e+04,-6.04141e+00,4.52183e+02
4.13500e+07,9.30000e+03,2.66558e+04,-6.03907e+00,4.54008e+02
4.13500e+07,9.40000e+03,2.66534e+04,-6.03674e+00,4.55831e+02
4.13500e+07,9.50000e+03,2.66509e+04,-6.03443e+00,4.57654e+02
4.13500e+07,9.60000e+03,2.66485e+04,-6.03214e+00,4.59475e+02
4.13500e+07,9.70000e+03,2.66460e+04,-6.02987e+00,4.61294e+02
4.13500e+07,9.80000e+03,2.66435e+04,-6.02762e+00,4.63111e+02
4.13500e+07,9.90000e+03,2.66410e+04,-6.02539e+00,4.64926e+02
4.13500e+07,1.00000e+04,2.66385e+04,-6.02317e+00,4.66738e+02
4.13500e+07,1.01000e+04,2.66359e+04,-6.02097e+00,4.68547e+02
4.13500e+07,1.02000e+04,2.66334e+04,-6.01879e+00,4.70353e+02
4.13500e+07,1.03000e+04,2.66308e+04,-6.01663e+00,4.72156e+02
4.13500e+07,1.04000e+04,2.66283e+04,-6.01449e+00,4.73955e+02
4.21000e+07,1.70000e+03,2.69408e+04,-6.27600e+00,3.50977e+02
4.21000e+07,1.80000e+03,2.69394e+04,-6.27094e+00,3.51186e+02
4.21000e+07,1.90000e+03,2.69379e+04,-6.26615e+00,3.51445e+02
4.21000e+07,2.00000e+03,2.69365e+04,-6.26159e+00,3.51753e+02
4.21000e+07,2.10000e+03,2.69350e+04,-6.25724e+00,3.52109e+02
4.21000e+07,2.20000e+03,2.69335e+04,-6.25306e+00,3.52514e+02
4.21000e+07,2.30000e+03,2.69320e+04,-6.24903e+00,3.52965e+02
4.21000e+07,2.40000e+03,2.69304e+04,-6.24513e+00,3.53463e+02
4.21000e+07,2.50000e+03,2.69289e+04,-6.24134e+00,3.54007e+02
4.21000e+07,2.60000e+03,2.69273e+04,-6.23765e+00,3.54595e+02
4.21000e+07,2.70000e+03,2.69258e+04,-6.23405e+00,3.55227e+02
4.21000e+07,2.80000e+03,2.69242e+04,-6.23053e+00,3.55903e+02
4.21000e+07,2.90000e+03,2.69226e+04,-6.22707e+00,3.56620e+02
4.21000e+07,3.00000e+03,2.69210e+04,-6.22367e+00,3.57379e+02
4.21000e+07,3.10000e+03,2.69194e+04,-6.22033e+00,3.58178e+02
4.21000e+07,3.20000e+03,2.69178e+04,-6.21703e+00,3.59016e+02
4.21000e+07,3.30000e+03,2.69161e+04,-6.21377e+00,3.59893e+02
4.21000e+07,3.40000e+03,2.69145e+04,-6.21055e+00,3.60807e+02
4.21000e+07,3.50000e+03,2.69128e+04,-6.20736e+00,3.61758e+02
4.21000e+07,3.60000e+03,2.69111e+04,-6.20419e+00,3.62745e+02
4.21000e+07,3.70000e+03,2.69095e+04,-6.20106e+00,3.63767e+02
4.21000e+07,3.80000e+03,2.69078e+04,-6.19794e+00,3.64823e+02
4.21000e+07,3.90000e+03,2.69060e+04,-6.19485e+00,3.65912e+02
4.21000e+07,4.00000e+03,2.69043e+04,-6.19178e+00,3.67033e+02
4.21000e+07,4.10000e+03,2.69026e+04,-6.18872e+00,3.68185e+02
4.21000e+07,4.20000e+03,2.69008e+04,-6.18568e+00,3.69368e+02
4.21000e+07,4.30000e+03,2.68991e+04,-6.18265e+00,3.70580e+02
4.21000e+07,4.40000e+03,2.68973e+04,-6.17964e+00,3.71822e+02
4.21000e+07,4.50000e+03,2.68955e+04,-6.17664e+00,3.73091e+02
4.21000e+07,4.60000e+03,2.68937e+04,-6.17365e+00,3.74387e+02
4.21000e+07,4.70000e+03,2.68919e+04,-6.17067e+00,3.75709e+02
4.21000e+07,4.80000e+03,2.68901e+04,-6.16771e+00,3.77057e+02
4.21000e+07,4.90000e+03,2.68883e+04,-6.16475e+00,3.78429e+02
4.21000e+07,5.00000e+03,2.68864e+04,-6.16181e+00,3.79825e+02
4.21000e+07,5.10000e+03,2.68846e+04,-6.15887e+00,3.81244e+02
4.21000e+07,5.20000e+03,2.68827e+04,-6.15595e+00,3.82686e+02
4.21000e+07,5.30000e+03,2.68808e+04,-6.15303e+00,3.84148e+02
4.21000e+07,5.40000e+03,2.68789e+04,-6.15013e+00,3.85632e+02
4.21000e+07,5.50000e+03,2.68770e+04,-6.14723e+00,3.87135e+02
4.21000e+07,5.60000e+03,2.68751e+04,-6.14435e+00,3.88658e+02
4.21000e+07,5.70000e+03,2.68731e+04,-6.14148e+00,3.90199e+02
4.21000e+07,5.80000e+03,2.68712e+04,-6.13861e+00,3.91757e+02
4.21000e+07,5.90000e+03,2.68692e+04,-6.13576e+00,3.93333e+02
4.21000e+07,6.00000e+03,2.68673e+04,-6.13292e+00,3.94925e+02
4.21000e+07,6.10000e+03,2.68653e+04,-6.13009e+00,3.96533e+02
4.21000e+07,6.20000e+03,2.68633e+04,-6.12727e+00,3.98155e+02
4.21000e+07,6.30000e+03,2.68613e+04,-6.12447e+00,3.99792e+02
4.21000e+07,6.40000e+03,2.68592e+04,-6.12167e+00,4.01443e+02
4.21000e+07,6.50000e+03,2.68572e+04,-6.11889e+00,4.03106e+02
4.21000e+07,6.60000e+03,2.68552e+04,-6.11612e+00,4.04782e+02
4.21000e+07,6.70000e+03,2.68531e+04,-6.11337e+00,4.06470e+02
4.21000e+07,6.80000e+03,2.68510e+04,-6.11062e+00,4.08169e+02
4.21000e+07,6.90000e+03,2.68489e+04,-6.10789e+00,4.09878e+02
4.21000e+07,7.00000e+03,2.68468e+04,-6.10518e+00,4.11598e+02
4.21000e+07,7.10000e+03,2.68447e+04,-6.10248e+00,4.13326e+02
